WBGeneID,Sequence.name,tissue
WBGene00020150,T01D1.5,nervous-system
WBGene00020151,T01G6.1,nervous-system
WBGene00020154,T01G6.10,nervous-system
WBGene00020167,T02G5.11,reproductive-system
WBGene00020171,T02H6.1,reproductive-system
WBGene00020175,T02H6.5,excretory-system
WBGene00020177,T02H6.7,nervous-system
WBGene00020178,T02H6.8,nervous-system
WBGene00020179,T02H6.9,reproductive-system
WBGene00020181,T02H6.11,intestine
WBGene00020182,ugt-53,intestine
WBGene00020183,T03D3.5,reproductive-system
WBGene00020184,uba-5,reproductive-system
WBGene00020185,pgk-1,nervous-system
WBGene00020191,clec-53,intestine
WBGene00020192,T03F1.11,intestine
WBGene00020193,T03F1.12,reproductive-system
WBGene00020196,T03G11.3,nervous-system
WBGene00020201,T04A6.2,reproductive-system
WBGene00020208,fnip-2,reproductive-system
WBGene00020210,T04C9.2,nervous-system
WBGene00020212,T04D1.2,nervous-system
WBGene00020221,T05A7.3,intestine
WBGene00020223,T05A7.6,reproductive-system
WBGene00020225,sre-40,nervous-system
WBGene00020229,T05A8.3,nervous-system
WBGene00020230,nep-2,nervous-system
WBGene00020231,T05A8.5,nervous-system
WBGene00020234,T05A12.3,reproductive-system
WBGene00020249,T05C1.2,nervous-system
WBGene00020256,T05C3.6,intestine
WBGene00020260,T05E7.4,nervous-system
WBGene00020261,vet-1,epithelial-system
WBGene00020266,T05H4.3,nervous-system
WBGene00020267,T05H4.4,nervous-system
WBGene00020273,T05H4.10,reproductive-system
WBGene00020279,glb-25,nervous-system
WBGene00020280,T06A1.5,intestine
WBGene00020283,T06A4.3,epithelial-system
WBGene00020285,T06A10.2,intestine
WBGene00020286,gtsf-1,reproductive-system
WBGene00020290,T06D4.1,reproductive-system
WBGene00020291,T06D4.2,nervous-system
WBGene00020294,T06F4.1,nervous-system
WBGene00020296,rrp-8,reproductive-system
WBGene00020302,T07D1.3,nervous-system
WBGene00020304,fbxa-200,reproductive-system
WBGene00020315,T07E3.4,nervous-system
WBGene00020318,T07F8.1,nervous-system
WBGene00020319,npr-31,nervous-system
WBGene00020323,arrd-23,nervous-system
WBGene00020329,bath-26,intestine
WBGene00020330,cest-16,nervous-system
WBGene00020341,T08B1.4,excretory-system
WBGene00020351,T08B6.1,nervous-system
WBGene00020352,T08B6.2,intestine
WBGene00020354,sgnh-1,nervous-system
WBGene00020358,math-39,intestine
WBGene00020365,T08G2.2,nervous-system
WBGene00020376,T09B4.2,reproductive-system
WBGene00020380,T09B4.6,intestine
WBGene00020384,T09D3.3,nervous-system
WBGene00020385,nhr-216,nervous-system
WBGene00020389,T10B5.3,reproductive-system
WBGene00020411,T10E9.1,reproductive-system
WBGene00020413,cpg-22,epithelial-system
WBGene00020414,T10E9.4,reproductive-system
WBGene00020415,T10E9.5,nervous-system
WBGene00020420,T10E10.3,nervous-system
WBGene00020421,T10E10.4,nervous-system
WBGene00020427,sav-1,nervous-system
WBGene00020434,T11F8.2,reproductive-system
WBGene00020437,stt-3,reproductive-system
WBGene00020439,T12A2.5,reproductive-system
WBGene00020440,T12A2.6,nervous-system
WBGene00020448,fbxa-51,intestine
WBGene00020450,fbxa-10,epithelial-system
WBGene00020459,fbxa-23,nervous-system
WBGene00020461,T12C9.7,reproductive-system
WBGene00020468,T13A10.1,intestine
WBGene00020469,T13A10.2,nervous-system
WBGene00020472,lips-11,intestine
WBGene00020473,lips-12,intestine
WBGene00020479,T13C2.3,nervous-system
WBGene00020482,T13C2.7,nervous-system
WBGene00020487,T13C5.7,epithelial-system
WBGene00020489,hot-8,nervous-system
WBGene00020491,T13G4.4,intestine
WBGene00020492,T13G4.5,reproductive-system
WBGene00020498,T14B4.1,reproductive-system
WBGene00020503,T14B4.9,nervous-system
WBGene00020506,dop-3,nervous-system
WBGene00020511,immt-1,nervous-system
WBGene00020515,T14G12.6,nervous-system
WBGene00020516,T15B7.1,nervous-system
WBGene00020517,hpo-8,intestine
WBGene00020522,T15B7.10,nervous-system
WBGene00020524,dmsr-13,nervous-system
WBGene00020532,math-42,intestine
WBGene00020535,T16A1.4,nervous-system
WBGene00020537,fbxb-37,nervous-system
WBGene00020542,fbxb-82,nervous-system
WBGene00020543,fbxb-83,nervous-system
WBGene00020544,fbxb-84,epithelial-system
WBGene00020546,zig-13,epithelial-system
WBGene00020547,srz-7,nervous-system
WBGene00020550,T17H7.1,nervous-system
WBGene00020554,T19A5.3,epithelial-system
WBGene00020558,T19B4.5,reproductive-system
WBGene00020559,best-17,epithelial-system
WBGene00020564,T19C3.6,nervous-system
WBGene00020565,T19C3.7,epithelial-system
WBGene00020568,T19D2.3,nervous-system
WBGene00020587,ugt-9,intestine
WBGene00020588,T19H12.2,reproductive-system
WBGene00020593,ugt-11,nervous-system
WBGene00020595,T20B5.2,nervous-system
WBGene00020598,T20B6.2,nervous-system
WBGene00020599,T20B6.3,nervous-system
WBGene00020602,T20B12.4,reproductive-system
WBGene00020603,T20B12.5,nervous-system
WBGene00020605,lgc-50,nervous-system
WBGene00020607,srab-20,nervous-system
WBGene00020609,T20D4.3,nervous-system
WBGene00020615,T20D4.9,nervous-system
WBGene00020616,T20D4.10,nervous-system
WBGene00020617,T20D4.11,nervous-system
WBGene00020622,T20D4.17,nervous-system
WBGene00020630,T20F7.1,reproductive-system
WBGene00020631,T20F7.3,intestine
WBGene00020632,T20F7.5,coelomic-system
WBGene00020634,acs-9,nervous-system
WBGene00020636,T20H4.5,reproductive-system
WBGene00020637,fbxa-7,intestine
WBGene00020638,fbxa-43,nervous-system
WBGene00020648,T21D12.7,reproductive-system
WBGene00020650,T21D12.11,nervous-system
WBGene00020653,T21E3.2,nervous-system
WBGene00020661,smz-2,reproductive-system
WBGene00020663,cutl-22,nervous-system
WBGene00020664,T21H3.5,nervous-system
WBGene00020665,T22B2.1,nervous-system
WBGene00020669,T22B2.5,nervous-system
WBGene00020670,T22B2.6,nervous-system
WBGene00020674,T22B7.7,intestine
WBGene00020687,ruvb-2,reproductive-system
WBGene00020688,cest-6,nervous-system
WBGene00020689,npr-12,nervous-system
WBGene00020691,igdb-3,reproductive-system
WBGene00020692,T22E5.6,nervous-system
WBGene00020700,T22F3.11,nervous-system
WBGene00020702,T22F7.3,coelomic-system
WBGene00020707,wago-10,nervous-system
WBGene00020708,dmd-8,nervous-system
WBGene00020709,T23B3.1,reproductive-system
WBGene00020711,rmd-5,nervous-system
WBGene00020712,ckr-1,nervous-system
WBGene00020720,T23B12.5,epithelial-system
WBGene00020722,T23B12.8,nervous-system
WBGene00020732,T23E7.2,reproductive-system
WBGene00020735,T23F2.2,nervous-system
WBGene00020744,T24A6.1,reproductive-system
WBGene00020746,srbc-66,nervous-system
WBGene00020749,srbc-67,nervous-system
WBGene00020758,T24C4.2,nervous-system
WBGene00020759,T24C4.3,nervous-system
WBGene00020764,T24C12.1,reproductive-system
WBGene00020771,T24E12.1,reproductive-system
WBGene00020783,blos-4,reproductive-system
WBGene00020791,T25B6.5,nervous-system
WBGene00020795,T25D1.3,nervous-system
WBGene00020797,T25D3.3,intestine
WBGene00020801,T25D10.4,nervous-system
WBGene00020804,T25E4.2,nervous-system
WBGene00020806,T25F10.3,nervous-system
WBGene00020807,T25F10.4,nervous-system
WBGene00020808,clik-1,reproductive-system
WBGene00020809,T25G12.1,intestine
WBGene00020811,T25G12.3,epithelial-system
WBGene00020813,T25G12.6,intestine
WBGene00020817,T25G12.11,reproductive-system
WBGene00020820,algn-1,reproductive-system
WBGene00020824,T26A8.1,reproductive-system
WBGene00020825,tmem-231,nervous-system
WBGene00020829,T26C11.3,nervous-system
WBGene00020832,T26C12.2,nervous-system
WBGene00020833,T26C12.3,coelomic-system
WBGene00020835,T27A1.3,nervous-system
WBGene00020841,T27A3.5,epithelial-system
WBGene00020845,T27A10.5,nervous-system
WBGene00020847,cgr-1,intestine
WBGene00020849,nhr-225,intestine
WBGene00020851,nhr-227,intestine
WBGene00020853,fbxa-137,nervous-system
WBGene00020855,hpo-36,nervous-system
WBGene00020861,T27E4.1,nervous-system
WBGene00020862,fip-2,nervous-system
WBGene00020869,T28A11.2,nervous-system
WBGene00020871,T28A11.4,nervous-system
WBGene00020872,T28A11.5,nervous-system
WBGene00020877,srt-63,nervous-system
WBGene00020878,T28A11.16,intestine
WBGene00020879,T28A11.17,nervous-system
WBGene00020885,T28B4.2,nervous-system
WBGene00020892,T28C12.5,nervous-system
WBGene00020895,plpp-1.2,intestine
WBGene00020903,acd-5,intestine
WBGene00020904,T28F12.1,nervous-system
WBGene00020906,T28H11.8,excretory-system
WBGene00020908,VC5.2,nervous-system
WBGene00020911,cpt-6,epithelial-system
WBGene00020915,nol-58,reproductive-system
WBGene00020923,W02B3.3,nervous-system
WBGene00020932,dhod-1,intestine
WBGene00020938,clec-218,intestine
WBGene00020940,W02D7.4,intestine
WBGene00020941,W02D7.5,reproductive-system
WBGene00020944,W02D7.9,nervous-system
WBGene00020946,W02D7.11,nervous-system
WBGene00020966,W03A5.1,intestine
WBGene00020973,W03B1.3,nervous-system
WBGene00020976,oac-51,epithelial-system
WBGene00020988,W03D8.7,reproductive-system
WBGene00020989,W03D8.8,intestine
WBGene00020992,W03F8.2,nervous-system
WBGene00020993,mtrf-1L,reproductive-system
WBGene00020995,W03F8.6,nervous-system
WBGene00020997,gpa-18,nervous-system
WBGene00021002,W03F9.4,reproductive-system
WBGene00021007,W03F11.4,reproductive-system
WBGene00021008,W03F11.5,epithelial-system
WBGene00021010,W03G1.2,nervous-system
WBGene00021013,W03G1.8,nervous-system
WBGene00021017,cil-7,nervous-system
WBGene00021023,W04B5.6,intestine
WBGene00021025,cutl-13,nervous-system
WBGene00021029,W04D12.1,nervous-system
WBGene00021033,srz-32,nervous-system
WBGene00021037,fbxa-203,reproductive-system
WBGene00021040,W05G11.2,reproductive-system
WBGene00021041,clp-10,nervous-system
WBGene00021042,btb-5,nervous-system
WBGene00021044,W05H7.1,nervous-system
WBGene00021047,zfp-3,nervous-system
WBGene00021059,atat-2,nervous-system
WBGene00021070,cpr-8,intestine
WBGene00021074,W07E6.2,reproductive-system
WBGene00021079,W08A12.2,nervous-system
WBGene00021080,W08A12.3,nervous-system
WBGene00021083,W08E12.2,nervous-system
WBGene00021085,W08E12.4,nervous-system
WBGene00021087,W08E12.6,nervous-system
WBGene00021094,W08F4.5,epithelial-system
WBGene00021098,fbxb-14,nervous-system
WBGene00021100,W08F4.11,nervous-system
WBGene00021101,W08F4.12,nervous-system
WBGene00021106,W09B7.1,intestine
WBGene00021107,W09B7.2,intestine
WBGene00021109,W09C3.1,nervous-system
WBGene00021121,W09G12.7,nervous-system
WBGene00021122,W09G12.8,nervous-system
WBGene00021124,W10C4.1,nervous-system
WBGene00021125,ccb-2,nervous-system
WBGene00021127,W10C8.4,nervous-system
WBGene00021138,clec-127,nervous-system
WBGene00021139,clec-128,nervous-system
WBGene00021143,clec-132,nervous-system
WBGene00021146,lgc-45,epithelial-system
WBGene00021150,Y1B5A.1,intestine
WBGene00021152,mgl-3,nervous-system
WBGene00021154,Y4C6A.4,nervous-system
WBGene00021157,Y4C6B.3,nervous-system
WBGene00021160,gba-4,intestine
WBGene00021162,Y5H2A.1,nervous-system
WBGene00021164,svh-11,nervous-system
WBGene00021165,Y5H2B.3,epithelial-system
WBGene00021168,cyp-33C12,nervous-system
WBGene00021171,Y8A9A.2,nervous-system
WBGene00021172,Y8A9A.3,reproductive-system
WBGene00021173,Y8A9A.4,nervous-system
WBGene00021175,math-46,nervous-system
WBGene00021177,Y9C9A.5,nervous-system
WBGene00021182,srz-28,nervous-system
WBGene00021185,Y9C12A.1,nervous-system
WBGene00021187,Y9D1A.2,nervous-system
WBGene00021190,Y14H12A.1,intestine
WBGene00021193,math-44,reproductive-system
WBGene00021195,Y17G9A.2,epithelial-system
WBGene00021198,npp-26,nervous-system
WBGene00021199,Y17G9B.2,nervous-system
WBGene00021201,Y17G9B.4,reproductive-system
WBGene00021204,fbxb-77,nervous-system
WBGene00021207,ptp-5.3,reproductive-system
WBGene00021218,srd-76,nervous-system
WBGene00021219,Y19D10A.4,epithelial-system
WBGene00021220,Y19D10A.5,nervous-system
WBGene00021223,Y19D10A.8,nervous-system
WBGene00021226,Y19D10A.11,nervous-system
WBGene00021232,irld-15,nervous-system
WBGene00021243,Y22D7AL.3,intestine
WBGene00021249,Y22D7AL.11,nervous-system
WBGene00021252,cht-4,intestine
WBGene00021254,Y22D7AL.16,nervous-system
WBGene00021256,Y22D7AR.2,intestine
WBGene00021257,Y22D7AR.3,nervous-system
WBGene00021259,glb-30,nervous-system
WBGene00021260,Y22D7AR.6,nervous-system
WBGene00021261,Y22D7AR.7,coelomic-system
WBGene00021262,fbxa-74,intestine
WBGene00021266,Y22D7AR.14,coelomic-system
WBGene00021267,Y23B4A.1,nervous-system
WBGene00021268,capa-1,nervous-system
WBGene00021270,pid-3,reproductive-system
WBGene00021271,spe-47,nervous-system
WBGene00021272,Y23H5B.1,nervous-system
WBGene00021275,dmsr-2,nervous-system
WBGene00021279,Y23H5B.8,epithelial-system
WBGene00021285,Y24D9A.7,nervous-system
WBGene00021286,tald-1,nervous-system
WBGene00021288,clec-123,reproductive-system
WBGene00021289,Y25C1A.2,nervous-system
WBGene00021295,Y25C1A.8,reproductive-system
WBGene00021301,Y32G9A.2,intestine
WBGene00021304,nphp-2,nervous-system
WBGene00021324,rga-8,intestine
WBGene00021325,nspg-13,intestine
WBGene00021328,npr-23,nervous-system
WBGene00021332,Y34D9A.7,reproductive-system
WBGene00021333,Y34D9A.8,nervous-system
WBGene00021336,Y34F4.1,intestine
WBGene00021338,Y34F4.3,nervous-system
WBGene00021339,Y34F4.4,intestine
WBGene00021349,arl-13,nervous-system
WBGene00021357,Y37E11AL.1,nervous-system
WBGene00021359,Y37E11AL.3,reproductive-system
WBGene00021360,Y37E11AL.4,nervous-system
WBGene00021363,taf-6.2,reproductive-system
WBGene00021366,Y37E11AM.2,reproductive-system
WBGene00021367,Y37E11AM.3,intestine
WBGene00021368,best-20,reproductive-system
WBGene00021374,Y37E11B.1,nervous-system
WBGene00021381,Y37E11B.10,reproductive-system
WBGene00021382,Y37F4.1,nervous-system
WBGene00021383,Y37F4.2,nervous-system
WBGene00021384,Y37F4.3,nervous-system
